"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","[2016-10-24 22:20:00,2016-10-24 22:40:00)","25.03"
"B","3","[2016-10-24 22:40:00,2016-10-24 23:00:00)","93.25"
"B","3","[2016-10-24 23:20:00,2016-10-24 23:40:00)","63.94"
"B","3","[2016-10-24 23:40:00,2016-10-25 00:00:00)","100.25"
"B","1","[2016-10-18 06:00:00,2016-10-18 06:20:00)","57.82"
"B","1","[2016-10-18 06:20:00,2016-10-18 06:40:00)","48.68"
"B","1","[2016-10-18 06:40:00,2016-10-18 07:00:00)","112.52"
"B","1","[2016-10-18 07:00:00,2016-10-18 07:20:00)","97.32"
"B","1","[2016-10-18 07:40:00,2016-10-18 08:00:00)","129.44"
"B","1","[2016-10-18 08:00:00,2016-10-18 08:20:00)","88.71"
"B","1","[2016-10-18 08:20:00,2016-10-18 08:40:00)","136.07"
"B","1","[2016-10-18 08:40:00,2016-10-18 09:00:00)","108.32"
"B","1","[2016-10-18 09:00:00,2016-10-18 09:20:00)","109.72"
"B","1","[2016-10-18 09:20:00,2016-10-18 09:40:00)","121.11"
"B","1","[2016-10-18 09:40:00,2016-10-18 10:00:00)","103.39"
"B","1","[2016-10-18 10:20:00,2016-10-18 10:40:00)","197.4"
"B","1","[2016-10-18 10:40:00,2016-10-18 11:00:00)","105.6"
"B","1","[2016-10-18 11:00:00,2016-10-18 11:20:00)","87.59"
"B","1","[2016-10-18 11:20:00,2016-10-18 11:40:00)","111.28"
"B","1","[2016-10-18 11:40:00,2016-10-18 12:00:00)","135.19"
"B","1","[2016-10-18 12:00:00,2016-10-18 12:20:00)","145.73"
"B","1","[2016-10-18 12:20:00,2016-10-18 12:40:00)","141.93"
"B","1","[2016-10-18 12:40:00,2016-10-18 13:00:00)","91.07"
"B","1","[2016-10-18 13:00:00,2016-10-18 13:20:00)","106.89"
"B","1","[2016-10-18 13:20:00,2016-10-18 13:40:00)","70.91"
"B","1","[2016-10-18 13:40:00,2016-10-18 14:00:00)","92.15"
"B","1","[2016-10-18 14:00:00,2016-10-18 14:20:00)","166.59"
"B","1","[2016-10-18 14:20:00,2016-10-18 14:40:00)","111.78"
"B","1","[2016-10-18 14:40:00,2016-10-18 15:00:00)","118.67"
"B","1","[2016-10-18 15:00:00,2016-10-18 15:20:00)","142.75"
"B","1","[2016-10-18 15:20:00,2016-10-18 15:40:00)","108.19"
"B","1","[2016-10-18 15:40:00,2016-10-18 16:00:00)","90.01"
"B","1","[2016-10-18 16:00:00,2016-10-18 16:20:00)","101.62"
"B","1","[2016-10-18 16:20:00,2016-10-18 16:40:00)","150.39"
"B","1","[2016-10-18 17:00:00,2016-10-18 17:20:00)","120.0"
"B","1","[2016-10-18 17:20:00,2016-10-18 17:40:00)","150.77"
"B","1","[2016-10-18 17:40:00,2016-10-18 18:00:00)","154.23"
"B","1","[2016-10-18 18:00:00,2016-10-18 18:20:00)","131.32"
"B","1","[2016-10-18 18:20:00,2016-10-18 18:40:00)","131.49"
"B","1","[2016-10-18 18:40:00,2016-10-18 19:00:00)","175.32"
"B","1","[2016-10-18 19:00:00,2016-10-18 19:20:00)","318.11"
"B","1","[2016-10-18 19:20:00,2016-10-18 19:40:00)","115.08"
"B","1","[2016-10-18 20:00:00,2016-10-18 20:20:00)","124.69"
"B","1","[2016-10-18 20:20:00,2016-10-18 20:40:00)","141.18"
"B","1","[2016-10-18 20:40:00,2016-10-18 21:00:00)","128.15"
"B","1","[2016-10-18 21:00:00,2016-10-18 21:20:00)","117.5"
"B","1","[2016-10-18 21:20:00,2016-10-18 21:40:00)","189.67"
"B","1","[2016-10-18 23:00:00,2016-10-18 23:20:00)","68.74"
"B","1","[2016-10-18 23:20:00,2016-10-18 23:40:00)","98.45"
"B","1","[2016-10-19 00:20:00,2016-10-19 00:40:00)","236.87"
"B","1","[2016-10-19 05:40:00,2016-10-19 06:00:00)","60.01"
"B","1","[2016-10-19 06:00:00,2016-10-19 06:20:00)","111.04"
"B","1","[2016-10-19 06:40:00,2016-10-19 07:00:00)","85.23"
"B","1","[2016-10-19 07:00:00,2016-10-19 07:20:00)","209.86"
"B","1","[2016-10-19 07:20:00,2016-10-19 07:40:00)","120.88"
"B","1","[2016-10-19 07:40:00,2016-10-19 08:00:00)","92.82"
"B","1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","92.31"
"B","1","[2016-10-19 08:20:00,2016-10-19 08:40:00)","135.66"
"B","1","[2016-10-19 08:40:00,2016-10-19 09:00:00)","153.98"
"B","1","[2016-10-19 09:00:00,2016-10-19 09:20:00)","117.8"
"B","1","[2016-10-19 09:20:00,2016-10-19 09:40:00)","137.92"
"B","1","[2016-10-19 09:40:00,2016-10-19 10:00:00)","142.04"
"B","1","[2016-10-19 10:00:00,2016-10-19 10:20:00)","127.2"
"B","1","[2016-10-19 10:20:00,2016-10-19 10:40:00)","92.28"
"B","1","[2016-10-19 10:40:00,2016-10-19 11:00:00)","128.93"
"B","1","[2016-10-19 11:00:00,2016-10-19 11:20:00)","113.66"
"B","1","[2016-10-19 11:20:00,2016-10-19 11:40:00)","112.42"
"B","1","[2016-10-19 11:40:00,2016-10-19 12:00:00)","109.14"
"B","1","[2016-10-19 12:00:00,2016-10-19 12:20:00)","96.47"
"B","1","[2016-10-19 12:20:00,2016-10-19 12:40:00)","147.19"
"B","1","[2016-10-19 12:40:00,2016-10-19 13:00:00)","106.14"
"B","1","[2016-10-19 13:00:00,2016-10-19 13:20:00)","94.86"
"B","1","[2016-10-19 13:20:00,2016-10-19 13:40:00)","121.18"
"B","1","[2016-10-19 13:40:00,2016-10-19 14:00:00)","108.75"
"B","1","[2016-10-19 14:00:00,2016-10-19 14:20:00)","157.28"
"B","1","[2016-10-19 14:20:00,2016-10-19 14:40:00)","82.4"
"B","1","[2016-10-19 14:40:00,2016-10-19 15:00:00)","149.19"
"B","1","[2016-10-19 15:00:00,2016-10-19 15:20:00)","183.48"
"B","1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","149.28"
"B","1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","117.02"
"B","1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","153.49"
"B","1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","131.38"
"B","1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","119.32"
"B","1","[2016-10-19 17:00:00,2016-10-19 17:20:00)","120.2"
"B","1","[2016-10-19 17:40:00,2016-10-19 18:00:00)","115.66"
"B","1","[2016-10-19 18:00:00,2016-10-19 18:20:00)","141.59"
"B","1","[2016-10-19 19:20:00,2016-10-19 19:40:00)","95.56"
"B","1","[2016-10-19 20:20:00,2016-10-19 20:40:00)","141.28"
"B","1","[2016-10-19 21:00:00,2016-10-19 21:20:00)","102.32"
"B","1","[2016-10-19 21:20:00,2016-10-19 21:40:00)","88.7"
"B","1","[2016-10-19 21:40:00,2016-10-19 22:00:00)","110.23"
"B","1","[2016-10-19 22:00:00,2016-10-19 22:20:00)","220.64"
"B","1","[2016-10-19 22:20:00,2016-10-19 22:40:00)","83.84"
"B","1","[2016-10-19 23:00:00,2016-10-19 23:20:00)","91.03"
"B","1","[2016-10-19 23:20:00,2016-10-19 23:40:00)","231.34"
"B","1","[2016-10-19 23:40:00,2016-10-20 00:00:00)","105.27"
"B","1","[2016-10-20 01:40:00,2016-10-20 02:00:00)","102.06"
"B","1","[2016-10-20 02:40:00,2016-10-20 03:00:00)","90.28"
"B","1","[2016-10-20 03:20:00,2016-10-20 03:40:00)","111.5"
"B","1","[2016-10-20 06:00:00,2016-10-20 06:20:00)","70.72"
"B","1","[2016-10-20 06:40:00,2016-10-20 07:00:00)","121.42"
"B","1","[2016-10-20 07:00:00,2016-10-20 07:20:00)","106.16"
"B","1","[2016-10-20 07:20:00,2016-10-20 07:40:00)","111.77"
"B","1","[2016-10-20 07:40:00,2016-10-20 08:00:00)","122.1"
"B","1","[2016-10-20 08:00:00,2016-10-20 08:20:00)","108.92"
"B","1","[2016-10-20 08:20:00,2016-10-20 08:40:00)","138.17"
"B","1","[2016-10-20 08:40:00,2016-10-20 09:00:00)","83.41"
"B","1","[2016-10-20 09:00:00,2016-10-20 09:20:00)","119.25"
"B","1","[2016-10-20 09:20:00,2016-10-20 09:40:00)","105.32"
"B","1","[2016-10-20 09:40:00,2016-10-20 10:00:00)","132.5"
"B","1","[2016-10-20 10:00:00,2016-10-20 10:20:00)","102.62"
"B","1","[2016-10-20 10:20:00,2016-10-20 10:40:00)","113.54"
"B","1","[2016-10-20 10:40:00,2016-10-20 11:00:00)","150.0"
"B","1","[2016-10-20 11:00:00,2016-10-20 11:20:00)","142.65"
"B","1","[2016-10-20 11:20:00,2016-10-20 11:40:00)","120.9"
"B","1","[2016-10-20 11:40:00,2016-10-20 12:00:00)","101.42"
"B","1","[2016-10-20 12:00:00,2016-10-20 12:20:00)","128.13"
"B","1","[2016-10-20 12:20:00,2016-10-20 12:40:00)","104.59"
"B","1","[2016-10-20 13:00:00,2016-10-20 13:20:00)","116.84"
"B","1","[2016-10-20 13:20:00,2016-10-20 13:40:00)","111.54"
"B","1","[2016-10-20 13:40:00,2016-10-20 14:00:00)","98.73"
"B","1","[2016-10-20 14:00:00,2016-10-20 14:20:00)","99.38"
"B","1","[2016-10-20 14:20:00,2016-10-20 14:40:00)","109.78"
"B","1","[2016-10-20 14:40:00,2016-10-20 15:00:00)","100.31"
"B","1","[2016-10-20 15:00:00,2016-10-20 15:20:00)","110.72"
"B","1","[2016-10-20 15:20:00,2016-10-20 15:40:00)","102.36"
"B","1","[2016-10-20 15:40:00,2016-10-20 16:00:00)","112.23"
"B","1","[2016-10-20 16:20:00,2016-10-20 16:40:00)","134.31"
"B","1","[2016-10-20 16:40:00,2016-10-20 17:00:00)","143.89"
"B","1","[2016-10-20 17:00:00,2016-10-20 17:20:00)","87.61"
"B","1","[2016-10-20 17:20:00,2016-10-20 17:40:00)","173.74"
"B","1","[2016-10-20 17:40:00,2016-10-20 18:00:00)","140.4"
"B","1","[2016-10-20 18:00:00,2016-10-20 18:20:00)","21.7"
"B","1","[2016-10-20 18:20:00,2016-10-20 18:40:00)","143.75"
"B","1","[2016-10-20 18:40:00,2016-10-20 19:00:00)","137.51"
"B","1","[2016-10-20 21:00:00,2016-10-20 21:20:00)","105.39"
"B","1","[2016-10-20 22:20:00,2016-10-20 22:40:00)","132.43"
"B","1","[2016-10-20 22:40:00,2016-10-20 23:00:00)","97.49"
"B","1","[2016-10-20 23:00:00,2016-10-20 23:20:00)","173.41"
"B","1","[2016-10-20 23:20:00,2016-10-20 23:40:00)","76.86"
"B","1","[2016-10-20 23:40:00,2016-10-21 00:00:00)","81.2"
"B","1","[2016-10-21 03:00:00,2016-10-21 03:20:00)","150.24"
"B","1","[2016-10-21 05:00:00,2016-10-21 05:20:00)","84.94"
"B","1","[2016-10-21 05:20:00,2016-10-21 05:40:00)","120.99"
"B","1","[2016-10-21 06:20:00,2016-10-21 06:40:00)","122.73"
"B","1","[2016-10-21 06:40:00,2016-10-21 07:00:00)","143.17"
"B","1","[2016-10-21 07:00:00,2016-10-21 07:20:00)","117.39"
"B","1","[2016-10-21 07:20:00,2016-10-21 07:40:00)","83.1"
"B","1","[2016-10-21 07:40:00,2016-10-21 08:00:00)","105.08"
"B","1","[2016-10-21 08:00:00,2016-10-21 08:20:00)","126.64"
"B","1","[2016-10-21 08:20:00,2016-10-21 08:40:00)","163.0"
"B","1","[2016-10-21 08:40:00,2016-10-21 09:00:00)","118.02"
"B","1","[2016-10-21 09:00:00,2016-10-21 09:20:00)","123.06"
"B","1","[2016-10-21 09:20:00,2016-10-21 09:40:00)","115.15"
"B","1","[2016-10-21 09:40:00,2016-10-21 10:00:00)","97.77"
"B","1","[2016-10-21 10:00:00,2016-10-21 10:20:00)","104.63"
"B","1","[2016-10-21 10:20:00,2016-10-21 10:40:00)","176.57"
"B","1","[2016-10-21 10:40:00,2016-10-21 11:00:00)","143.64"
"B","1","[2016-10-21 11:00:00,2016-10-21 11:20:00)","98.5"
"B","1","[2016-10-21 11:20:00,2016-10-21 11:40:00)","119.66"
"B","1","[2016-10-21 11:40:00,2016-10-21 12:00:00)","84.51"
"B","1","[2016-10-21 12:00:00,2016-10-21 12:20:00)","124.01"
"B","1","[2016-10-21 12:20:00,2016-10-21 12:40:00)","150.99"
"B","1","[2016-10-21 12:40:00,2016-10-21 13:00:00)","110.04"
"B","1","[2016-10-21 13:00:00,2016-10-21 13:20:00)","107.2"
"B","1","[2016-10-21 13:20:00,2016-10-21 13:40:00)","128.46"
"B","1","[2016-10-21 13:40:00,2016-10-21 14:00:00)","120.95"
"B","1","[2016-10-21 14:00:00,2016-10-21 14:20:00)","124.77"
"B","1","[2016-10-21 14:20:00,2016-10-21 14:40:00)","182.38"
"B","1","[2016-10-21 14:40:00,2016-10-21 15:00:00)","144.23"
"B","1","[2016-10-21 15:00:00,2016-10-21 15:20:00)","145.01"
"B","1","[2016-10-21 15:20:00,2016-10-21 15:40:00)","162.0"
"B","1","[2016-10-21 15:40:00,2016-10-21 16:00:00)","121.73"
"B","1","[2016-10-21 16:00:00,2016-10-21 16:20:00)","124.74"
"B","1","[2016-10-21 16:20:00,2016-10-21 16:40:00)","149.4"
"B","1","[2016-10-21 16:40:00,2016-10-21 17:00:00)","156.08"
"B","1","[2016-10-21 17:00:00,2016-10-21 17:20:00)","174.46"
"B","1","[2016-10-21 17:20:00,2016-10-21 17:40:00)","221.76"
"B","1","[2016-10-21 18:00:00,2016-10-21 18:20:00)","392.65"
"B","1","[2016-10-21 18:40:00,2016-10-21 19:00:00)","188.54"
"B","1","[2016-10-21 19:00:00,2016-10-21 19:20:00)","152.45"
"B","1","[2016-10-21 19:20:00,2016-10-21 19:40:00)","124.72"
"B","1","[2016-10-21 19:40:00,2016-10-21 20:00:00)","174.36"
"B","1","[2016-10-21 20:00:00,2016-10-21 20:20:00)","118.47"
"B","1","[2016-10-21 20:40:00,2016-10-21 21:00:00)","119.99"
"B","1","[2016-10-21 21:00:00,2016-10-21 21:20:00)","115.24"
"B","1","[2016-10-21 21:20:00,2016-10-21 21:40:00)","135.94"
"B","1","[2016-10-21 21:40:00,2016-10-21 22:00:00)","120.44"
"B","1","[2016-10-21 22:00:00,2016-10-21 22:20:00)","116.74"
"B","1","[2016-10-21 23:00:00,2016-10-21 23:20:00)","108.35"
"B","1","[2016-10-22 00:20:00,2016-10-22 00:40:00)","144.33"
"B","1","[2016-10-22 03:20:00,2016-10-22 03:40:00)","99.43"
"B","1","[2016-10-22 03:40:00,2016-10-22 04:00:00)","170.45"
"B","1","[2016-10-22 04:00:00,2016-10-22 04:20:00)","100.74"
"B","1","[2016-10-22 04:20:00,2016-10-22 04:40:00)","104.14"
"B","1","[2016-10-22 06:00:00,2016-10-22 06:20:00)","114.76"
"B","1","[2016-10-22 06:20:00,2016-10-22 06:40:00)","115.05"
"B","1","[2016-10-22 06:40:00,2016-10-22 07:00:00)","138.55"
"B","1","[2016-10-22 07:00:00,2016-10-22 07:20:00)","125.38"
"B","1","[2016-10-22 07:20:00,2016-10-22 07:40:00)","146.05"
"B","1","[2016-10-22 07:40:00,2016-10-22 08:00:00)","119.76"
"B","1","[2016-10-22 08:00:00,2016-10-22 08:20:00)","105.17"
"B","1","[2016-10-22 08:20:00,2016-10-22 08:40:00)","116.39"
"B","1","[2016-10-22 08:40:00,2016-10-22 09:00:00)","107.39"
"B","1","[2016-10-22 09:00:00,2016-10-22 09:20:00)","130.69"
"B","1","[2016-10-22 09:20:00,2016-10-22 09:40:00)","144.58"
"B","1","[2016-10-22 09:40:00,2016-10-22 10:00:00)","126.19"
"B","1","[2016-10-22 10:00:00,2016-10-22 10:20:00)","121.21"
"B","1","[2016-10-22 10:20:00,2016-10-22 10:40:00)","112.18"
"B","1","[2016-10-22 11:00:00,2016-10-22 11:20:00)","131.16"
"B","1","[2016-10-22 11:20:00,2016-10-22 11:40:00)","146.0"
"B","1","[2016-10-22 12:20:00,2016-10-22 12:40:00)","151.39"
"B","1","[2016-10-22 12:40:00,2016-10-22 13:00:00)","126.47"
"B","1","[2016-10-22 13:00:00,2016-10-22 13:20:00)","118.32"
"B","1","[2016-10-22 13:20:00,2016-10-22 13:40:00)","164.07"
"B","1","[2016-10-22 14:00:00,2016-10-22 14:20:00)","184.72"
"B","1","[2016-10-22 14:20:00,2016-10-22 14:40:00)","186.76"
"B","1","[2016-10-22 15:00:00,2016-10-22 15:20:00)","137.71"
"B","1","[2016-10-22 15:20:00,2016-10-22 15:40:00)","143.04"
"B","1","[2016-10-22 15:40:00,2016-10-22 16:00:00)","156.38"
"B","1","[2016-10-22 16:00:00,2016-10-22 16:20:00)","123.61"
"B","1","[2016-10-22 16:20:00,2016-10-22 16:40:00)","116.61"
"B","1","[2016-10-22 16:40:00,2016-10-22 17:00:00)","149.07"
"B","1","[2016-10-22 17:00:00,2016-10-22 17:20:00)","160.13"
"B","1","[2016-10-22 17:20:00,2016-10-22 17:40:00)","155.09"
"B","1","[2016-10-22 17:40:00,2016-10-22 18:00:00)","111.85"
"B","1","[2016-10-22 18:00:00,2016-10-22 18:20:00)","115.5"
"B","1","[2016-10-22 18:20:00,2016-10-22 18:40:00)","175.15"
"B","1","[2016-10-22 19:20:00,2016-10-22 19:40:00)","400.99"
"B","1","[2016-10-22 19:40:00,2016-10-22 20:00:00)","103.47"
"B","1","[2016-10-22 20:00:00,2016-10-22 20:20:00)","118.83"
"B","1","[2016-10-22 20:20:00,2016-10-22 20:40:00)","110.2"
"B","1","[2016-10-22 21:00:00,2016-10-22 21:20:00)","105.41"
"B","1","[2016-10-22 21:20:00,2016-10-22 21:40:00)","136.08"
"B","1","[2016-10-22 21:40:00,2016-10-22 22:00:00)","98.3"
"B","1","[2016-10-22 23:00:00,2016-10-22 23:20:00)","126.81"
"B","1","[2016-10-22 23:20:00,2016-10-22 23:40:00)","104.1"
"B","1","[2016-10-23 00:00:00,2016-10-23 00:20:00)","80.32"
"B","1","[2016-10-23 01:20:00,2016-10-23 01:40:00)","91.47"
"B","1","[2016-10-23 04:40:00,2016-10-23 05:00:00)","80.63"
"B","1","[2016-10-23 05:20:00,2016-10-23 05:40:00)","114.86"
"B","1","[2016-10-23 05:40:00,2016-10-23 06:00:00)","202.79"
"B","1","[2016-10-23 06:00:00,2016-10-23 06:20:00)","84.29"
"B","1","[2016-10-23 06:20:00,2016-10-23 06:40:00)","152.89"
"B","1","[2016-10-23 06:40:00,2016-10-23 07:00:00)","167.5"
"B","1","[2016-10-23 07:00:00,2016-10-23 07:20:00)","106.93"
"B","1","[2016-10-23 07:40:00,2016-10-23 08:00:00)","117.67"
"B","1","[2016-10-23 08:00:00,2016-10-23 08:20:00)","139.86"
"B","1","[2016-10-23 08:20:00,2016-10-23 08:40:00)","111.58"
"B","1","[2016-10-23 09:00:00,2016-10-23 09:20:00)","189.01"
"B","1","[2016-10-23 09:40:00,2016-10-23 10:00:00)","107.28"
"B","1","[2016-10-23 10:00:00,2016-10-23 10:20:00)","107.77"
"B","1","[2016-10-23 10:20:00,2016-10-23 10:40:00)","119.62"
"B","1","[2016-10-23 10:40:00,2016-10-23 11:00:00)","120.73"
"B","1","[2016-10-23 11:00:00,2016-10-23 11:20:00)","104.61"
"B","1","[2016-10-23 11:20:00,2016-10-23 11:40:00)","130.42"
"B","1","[2016-10-23 12:00:00,2016-10-23 12:20:00)","104.45"
"B","1","[2016-10-23 12:20:00,2016-10-23 12:40:00)","124.06"
"B","1","[2016-10-23 12:40:00,2016-10-23 13:00:00)","102.13"
"B","1","[2016-10-23 13:00:00,2016-10-23 13:20:00)","106.14"
"B","1","[2016-10-23 13:20:00,2016-10-23 13:40:00)","114.74"
"B","1","[2016-10-23 13:40:00,2016-10-23 14:00:00)","134.89"
"B","1","[2016-10-23 14:00:00,2016-10-23 14:20:00)","154.11"
"B","1","[2016-10-23 14:20:00,2016-10-23 14:40:00)","133.96"
"B","1","[2016-10-23 14:40:00,2016-10-23 15:00:00)","124.97"
"B","1","[2016-10-23 15:00:00,2016-10-23 15:20:00)","148.95"
"B","1","[2016-10-23 15:20:00,2016-10-23 15:40:00)","116.16"
"B","1","[2016-10-23 15:40:00,2016-10-23 16:00:00)","118.4"
"B","1","[2016-10-23 16:00:00,2016-10-23 16:20:00)","112.85"
"B","1","[2016-10-23 16:20:00,2016-10-23 16:40:00)","143.97"
"B","1","[2016-10-23 16:40:00,2016-10-23 17:00:00)","227.35"
"B","1","[2016-10-23 17:00:00,2016-10-23 17:20:00)","84.84"
"B","1","[2016-10-23 17:20:00,2016-10-23 17:40:00)","94.28"
"B","1","[2016-10-23 17:40:00,2016-10-23 18:00:00)","136.49"
"B","1","[2016-10-23 18:00:00,2016-10-23 18:20:00)","125.39"
"B","1","[2016-10-23 18:20:00,2016-10-23 18:40:00)","104.97"
"B","1","[2016-10-23 18:40:00,2016-10-23 19:00:00)","124.76"
"B","1","[2016-10-23 19:00:00,2016-10-23 19:20:00)","126.15"
"B","1","[2016-10-23 19:40:00,2016-10-23 20:00:00)","140.59"
"B","1","[2016-10-23 20:00:00,2016-10-23 20:20:00)","136.41"
"B","1","[2016-10-23 20:20:00,2016-10-23 20:40:00)","104.38"
"B","1","[2016-10-23 20:40:00,2016-10-23 21:00:00)","110.41"
"B","1","[2016-10-23 21:40:00,2016-10-23 22:00:00)","117.84"
"B","1","[2016-10-23 22:20:00,2016-10-23 22:40:00)","98.95"
"B","1","[2016-10-23 23:00:00,2016-10-23 23:20:00)","98.58"
"B","1","[2016-10-23 23:20:00,2016-10-23 23:40:00)","92.23"
"B","1","[2016-10-24 00:40:00,2016-10-24 01:00:00)","93.18"
"B","1","[2016-10-24 02:40:00,2016-10-24 03:00:00)","90.8"
"B","1","[2016-10-24 03:00:00,2016-10-24 03:20:00)","73.65"
"B","1","[2016-10-24 05:00:00,2016-10-24 05:20:00)","95.73"
"B","1","[2016-10-24 05:20:00,2016-10-24 05:40:00)","75.12"
"B","1","[2016-10-24 05:40:00,2016-10-24 06:00:00)","107.78"
"B","1","[2016-10-24 06:00:00,2016-10-24 06:20:00)","88.82"
"B","1","[2016-10-24 06:40:00,2016-10-24 07:00:00)","144.24"
"B","1","[2016-10-24 07:00:00,2016-10-24 07:20:00)","103.84"
"B","1","[2016-10-24 07:40:00,2016-10-24 08:00:00)","106.59"
"B","1","[2016-10-24 08:40:00,2016-10-24 09:00:00)","112.63"
"B","1","[2016-10-24 09:00:00,2016-10-24 09:20:00)","95.66"
"B","1","[2016-10-24 09:20:00,2016-10-24 09:40:00)","124.09"
"B","1","[2016-10-24 09:40:00,2016-10-24 10:00:00)","111.86"
"B","1","[2016-10-24 10:00:00,2016-10-24 10:20:00)","117.07"
"B","1","[2016-10-24 10:20:00,2016-10-24 10:40:00)","124.14"
"B","1","[2016-10-24 11:00:00,2016-10-24 11:20:00)","95.22"
"B","1","[2016-10-24 11:20:00,2016-10-24 11:40:00)","139.36"
"B","1","[2016-10-24 11:40:00,2016-10-24 12:00:00)","113.76"
"B","1","[2016-10-24 12:00:00,2016-10-24 12:20:00)","112.47"
"B","1","[2016-10-24 12:20:00,2016-10-24 12:40:00)","86.36"
"B","1","[2016-10-24 12:40:00,2016-10-24 13:00:00)","99.28"
"B","1","[2016-10-24 13:00:00,2016-10-24 13:20:00)","129.55"
"B","1","[2016-10-24 13:20:00,2016-10-24 13:40:00)","146.56"
"B","1","[2016-10-24 13:40:00,2016-10-24 14:00:00)","118.32"
"B","1","[2016-10-24 14:00:00,2016-10-24 14:20:00)","108.36"
"B","1","[2016-10-24 14:40:00,2016-10-24 15:00:00)","133.77"
"B","1","[2016-10-24 15:00:00,2016-10-24 15:20:00)","123.78"
"B","1","[2016-10-24 15:20:00,2016-10-24 15:40:00)","104.53"
"B","1","[2016-10-24 15:40:00,2016-10-24 16:00:00)","102.05"
"B","1","[2016-10-24 16:00:00,2016-10-24 16:20:00)","140.98"
"B","1","[2016-10-24 16:20:00,2016-10-24 16:40:00)","111.56"
"B","1","[2016-10-24 16:40:00,2016-10-24 17:00:00)","121.08"
"B","1","[2016-10-24 17:00:00,2016-10-24 17:20:00)","114.14"
"B","1","[2016-10-24 17:20:00,2016-10-24 17:40:00)","128.66"
"B","1","[2016-10-24 17:40:00,2016-10-24 18:00:00)","123.63"
"B","1","[2016-10-24 18:00:00,2016-10-24 18:20:00)","146.24"
"B","1","[2016-10-24 18:40:00,2016-10-24 19:00:00)","125.79"
"B","1","[2016-10-24 19:00:00,2016-10-24 19:20:00)","106.19"
"B","1","[2016-10-24 19:20:00,2016-10-24 19:40:00)","66.53"
"B","1","[2016-10-24 20:00:00,2016-10-24 20:20:00)","124.73"
"B","1","[2016-10-24 20:20:00,2016-10-24 20:40:00)","78.36"
"B","1","[2016-10-24 21:00:00,2016-10-24 21:20:00)","102.19"
"B","1","[2016-10-24 21:40:00,2016-10-24 22:00:00)","119.47"
"B","1","[2016-10-24 22:00:00,2016-10-24 22:20:00)","122.08"
"B","1","[2016-10-24 22:20:00,2016-10-24 22:40:00)","86.1"
"B","1","[2016-10-24 22:40:00,2016-10-24 23:00:00)","90.39"
"B","1","[2016-10-24 23:20:00,2016-10-24 23:40:00)","71.48"
"B","1","[2016-10-24 23:40:00,2016-10-25 00:00:00)","117.9"
"A","3","[2016-10-18 00:00:00,2016-10-18 00:20:00)","69.19"
"A","3","[2016-10-18 00:20:00,2016-10-18 00:40:00)","90.81"
"A","3","[2016-10-18 00:40:00,2016-10-18 01:00:00)","86.94"
"A","3","[2016-10-18 02:00:00,2016-10-18 02:20:00)","82.49"
"A","3","[2016-10-18 03:00:00,2016-10-18 03:20:00)","77.51"
"A","3","[2016-10-18 03:20:00,2016-10-18 03:40:00)","98.53"
"A","3","[2016-10-18 04:20:00,2016-10-18 04:40:00)","73.01"
"A","3","[2016-10-18 05:00:00,2016-10-18 05:20:00)","81.56"
"A","3","[2016-10-18 05:20:00,2016-10-18 05:40:00)","83.4"
"A","3","[2016-10-18 05:40:00,2016-10-18 06:00:00)","70.45"
"A","3","[2016-10-18 06:00:00,2016-10-18 06:20:00)","69.48"
"A","3","[2016-10-18 06:20:00,2016-10-18 06:40:00)","142.01"
"A","3","[2016-10-18 06:40:00,2016-10-18 07:00:00)","233.68"
"A","3","[2016-10-18 07:00:00,2016-10-18 07:20:00)","143.65"
"A","3","[2016-10-18 07:20:00,2016-10-18 07:40:00)","151.51"
"A","3","[2016-10-18 07:40:00,2016-10-18 08:00:00)","207.71"
"A","3","[2016-10-18 08:00:00,2016-10-18 08:20:00)","197.5"
"A","3","[2016-10-18 08:20:00,2016-10-18 08:40:00)","166.9"
"A","3","[2016-10-18 08:40:00,2016-10-18 09:00:00)","253.82"
"A","3","[2016-10-18 09:00:00,2016-10-18 09:20:00)","240.16"
"A","3","[2016-10-18 09:20:00,2016-10-18 09:40:00)","179.19"
"A","3","[2016-10-18 09:40:00,2016-10-18 10:00:00)","136.98"
"A","3","[2016-10-18 10:00:00,2016-10-18 10:20:00)","114.98"
"A","3","[2016-10-18 10:20:00,2016-10-18 10:40:00)","110.93"
"A","3","[2016-10-18 10:40:00,2016-10-18 11:00:00)","119.97"
"A","3","[2016-10-18 11:00:00,2016-10-18 11:20:00)","120.08"
"A","3","[2016-10-18 11:20:00,2016-10-18 11:40:00)","120.77"
"A","3","[2016-10-18 11:40:00,2016-10-18 12:00:00)","104.28"
"A","3","[2016-10-18 12:00:00,2016-10-18 12:20:00)","113.33"
"A","3","[2016-10-18 12:20:00,2016-10-18 12:40:00)","114.68"
"A","3","[2016-10-18 12:40:00,2016-10-18 13:00:00)","109.56"
"A","3","[2016-10-18 13:00:00,2016-10-18 13:20:00)","130.34"
