"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","[2016-10-05 17:40:00,2016-10-05 18:00:00)","147.96"
"B","3","[2016-10-05 18:00:00,2016-10-05 18:20:00)","112.4"
"B","3","[2016-10-05 18:20:00,2016-10-05 18:40:00)","114.81"
"B","3","[2016-10-05 18:40:00,2016-10-05 19:00:00)","82.89"
"B","3","[2016-10-05 19:00:00,2016-10-05 19:20:00)","108.48"
"B","3","[2016-10-05 19:20:00,2016-10-05 19:40:00)","111.49"
"B","3","[2016-10-05 19:40:00,2016-10-05 20:00:00)","96.25"
"B","3","[2016-10-05 20:00:00,2016-10-05 20:20:00)","118.43"
"B","3","[2016-10-05 20:20:00,2016-10-05 20:40:00)","110.92"
"B","3","[2016-10-05 20:40:00,2016-10-05 21:00:00)","113.78"
"B","3","[2016-10-05 21:00:00,2016-10-05 21:20:00)","114.38"
"B","3","[2016-10-05 21:20:00,2016-10-05 21:40:00)","96.36"
"B","3","[2016-10-05 21:40:00,2016-10-05 22:00:00)","88.98"
"B","3","[2016-10-05 22:00:00,2016-10-05 22:20:00)","77.88"
"B","3","[2016-10-05 22:20:00,2016-10-05 22:40:00)","62.74"
"B","3","[2016-10-05 22:40:00,2016-10-05 23:00:00)","82.41"
"B","3","[2016-10-05 23:00:00,2016-10-05 23:20:00)","66.13"
"B","3","[2016-10-05 23:20:00,2016-10-05 23:40:00)","132.0"
"B","3","[2016-10-05 23:40:00,2016-10-06 00:00:00)","76.15"
"B","3","[2016-10-06 00:00:00,2016-10-06 00:20:00)","107.5"
"B","3","[2016-10-06 01:20:00,2016-10-06 01:40:00)","59.3"
"B","3","[2016-10-06 02:00:00,2016-10-06 02:20:00)","64.5"
"B","3","[2016-10-06 03:20:00,2016-10-06 03:40:00)","95.75"
"B","3","[2016-10-06 03:40:00,2016-10-06 04:00:00)","100.47"
"B","3","[2016-10-06 04:40:00,2016-10-06 05:00:00)","73.58"
"B","3","[2016-10-06 05:20:00,2016-10-06 05:40:00)","68.17"
"B","3","[2016-10-06 05:40:00,2016-10-06 06:00:00)","93.49"
"B","3","[2016-10-06 06:20:00,2016-10-06 06:40:00)","91.05"
"B","3","[2016-10-06 06:40:00,2016-10-06 07:00:00)","102.22"
"B","3","[2016-10-06 07:00:00,2016-10-06 07:20:00)","68.62"
"B","3","[2016-10-06 07:20:00,2016-10-06 07:40:00)","80.28"
"B","3","[2016-10-06 07:40:00,2016-10-06 08:00:00)","69.6"
"B","3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","115.71"
"B","3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","75.53"
"B","3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","109.86"
"B","3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","83.67"
"B","3","[2016-10-06 09:20:00,2016-10-06 09:40:00)","79.84"
"B","3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","102.2"
"B","3","[2016-10-06 10:00:00,2016-10-06 10:20:00)","81.34"
"B","3","[2016-10-06 10:20:00,2016-10-06 10:40:00)","84.15"
"B","3","[2016-10-06 10:40:00,2016-10-06 11:00:00)","64.16"
"B","3","[2016-10-06 11:00:00,2016-10-06 11:20:00)","181.91"
"B","3","[2016-10-06 11:20:00,2016-10-06 11:40:00)","99.36"
"B","3","[2016-10-06 11:40:00,2016-10-06 12:00:00)","103.84"
"B","3","[2016-10-06 12:00:00,2016-10-06 12:20:00)","115.22"
"B","3","[2016-10-06 12:20:00,2016-10-06 12:40:00)","88.96"
"B","3","[2016-10-06 12:40:00,2016-10-06 13:00:00)","130.12"
"B","3","[2016-10-06 13:00:00,2016-10-06 13:20:00)","91.04"
"B","3","[2016-10-06 13:20:00,2016-10-06 13:40:00)","103.35"
"B","3","[2016-10-06 13:40:00,2016-10-06 14:00:00)","137.44"
"B","3","[2016-10-06 14:00:00,2016-10-06 14:20:00)","68.12"
"B","3","[2016-10-06 14:20:00,2016-10-06 14:40:00)","126.85"
"B","3","[2016-10-06 14:40:00,2016-10-06 15:00:00)","95.78"
"B","3","[2016-10-06 15:00:00,2016-10-06 15:20:00)","100.49"
"B","3","[2016-10-06 15:20:00,2016-10-06 15:40:00)","83.3"
"B","3","[2016-10-06 15:40:00,2016-10-06 16:00:00)","103.49"
"B","3","[2016-10-06 16:00:00,2016-10-06 16:20:00)","78.09"
"B","3","[2016-10-06 16:20:00,2016-10-06 16:40:00)","93.16"
"B","3","[2016-10-06 16:40:00,2016-10-06 17:00:00)","102.46"
"B","3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","109.97"
"B","3","[2016-10-06 17:20:00,2016-10-06 17:40:00)","96.53"
"B","3","[2016-10-06 17:40:00,2016-10-06 18:00:00)","85.48"
"B","3","[2016-10-06 18:00:00,2016-10-06 18:20:00)","108.13"
"B","3","[2016-10-06 18:20:00,2016-10-06 18:40:00)","85.11"
"B","3","[2016-10-06 18:40:00,2016-10-06 19:00:00)","79.1"
"B","3","[2016-10-06 19:00:00,2016-10-06 19:20:00)","83.73"
"B","3","[2016-10-06 19:20:00,2016-10-06 19:40:00)","91.16"
"B","3","[2016-10-06 19:40:00,2016-10-06 20:00:00)","104.87"
"B","3","[2016-10-06 20:00:00,2016-10-06 20:20:00)","268.38"
"B","3","[2016-10-06 20:20:00,2016-10-06 20:40:00)","75.61"
"B","3","[2016-10-06 20:40:00,2016-10-06 21:00:00)","97.7"
"B","3","[2016-10-06 21:00:00,2016-10-06 21:20:00)","89.1"
"B","3","[2016-10-06 21:20:00,2016-10-06 21:40:00)","82.85"
"B","3","[2016-10-06 21:40:00,2016-10-06 22:00:00)","70.52"
"B","3","[2016-10-06 22:00:00,2016-10-06 22:20:00)","58.0"
"B","3","[2016-10-06 22:20:00,2016-10-06 22:40:00)","104.55"
"B","3","[2016-10-06 22:40:00,2016-10-06 23:00:00)","64.07"
"B","3","[2016-10-06 23:00:00,2016-10-06 23:20:00)","71.27"
"B","3","[2016-10-06 23:20:00,2016-10-06 23:40:00)","118.72"
"B","3","[2016-10-07 00:00:00,2016-10-07 00:20:00)","82.23"
"B","3","[2016-10-07 00:20:00,2016-10-07 00:40:00)","60.57"
"B","3","[2016-10-07 00:40:00,2016-10-07 01:00:00)","80.87"
"B","3","[2016-10-07 01:20:00,2016-10-07 01:40:00)","48.7"
"B","3","[2016-10-07 01:40:00,2016-10-07 02:00:00)","91.8"
"B","3","[2016-10-07 02:20:00,2016-10-07 02:40:00)","64.05"
"B","3","[2016-10-07 03:00:00,2016-10-07 03:20:00)","87.09"
"B","3","[2016-10-07 03:40:00,2016-10-07 04:00:00)","87.21"
"B","3","[2016-10-07 05:00:00,2016-10-07 05:20:00)","73.8"
"B","3","[2016-10-07 05:20:00,2016-10-07 05:40:00)","52.31"
"B","3","[2016-10-07 06:00:00,2016-10-07 06:20:00)","85.38"
"B","3","[2016-10-07 06:20:00,2016-10-07 06:40:00)","46.3"
"B","3","[2016-10-07 06:40:00,2016-10-07 07:00:00)","99.22"
"B","3","[2016-10-07 07:00:00,2016-10-07 07:20:00)","80.46"
"B","3","[2016-10-07 07:20:00,2016-10-07 07:40:00)","102.25"
"B","3","[2016-10-07 08:00:00,2016-10-07 08:20:00)","40.06"
"B","3","[2016-10-07 08:20:00,2016-10-07 08:40:00)","89.1"
"B","3","[2016-10-07 08:40:00,2016-10-07 09:00:00)","77.66"
"B","3","[2016-10-07 09:00:00,2016-10-07 09:20:00)","157.93"
"B","3","[2016-10-07 09:20:00,2016-10-07 09:40:00)","126.91"
"B","3","[2016-10-07 09:40:00,2016-10-07 10:00:00)","100.11"
"B","3","[2016-10-07 10:00:00,2016-10-07 10:20:00)","156.45"
"B","3","[2016-10-07 10:20:00,2016-10-07 10:40:00)","96.53"
"B","3","[2016-10-07 10:40:00,2016-10-07 11:00:00)","85.47"
"B","3","[2016-10-07 11:00:00,2016-10-07 11:20:00)","99.94"
"B","3","[2016-10-07 11:20:00,2016-10-07 11:40:00)","81.1"
"B","3","[2016-10-07 11:40:00,2016-10-07 12:00:00)","75.63"
"B","3","[2016-10-07 12:00:00,2016-10-07 12:20:00)","81.27"
"B","3","[2016-10-07 12:20:00,2016-10-07 12:40:00)","93.76"
"B","3","[2016-10-07 12:40:00,2016-10-07 13:00:00)","103.98"
"B","3","[2016-10-07 13:00:00,2016-10-07 13:20:00)","110.35"
"B","3","[2016-10-07 13:20:00,2016-10-07 13:40:00)","98.68"
"B","3","[2016-10-07 13:40:00,2016-10-07 14:00:00)","93.81"
"B","3","[2016-10-07 14:00:00,2016-10-07 14:20:00)","142.85"
"B","3","[2016-10-07 14:20:00,2016-10-07 14:40:00)","78.34"
"B","3","[2016-10-07 14:40:00,2016-10-07 15:00:00)","106.71"
"B","3","[2016-10-07 15:00:00,2016-10-07 15:20:00)","107.57"
"B","3","[2016-10-07 15:20:00,2016-10-07 15:40:00)","110.37"
"B","3","[2016-10-07 15:40:00,2016-10-07 16:00:00)","102.45"
"B","3","[2016-10-07 16:00:00,2016-10-07 16:20:00)","94.65"
"B","3","[2016-10-07 16:20:00,2016-10-07 16:40:00)","127.44"
"B","3","[2016-10-07 16:40:00,2016-10-07 17:00:00)","80.28"
"B","3","[2016-10-07 17:00:00,2016-10-07 17:20:00)","134.79"
"B","3","[2016-10-07 17:20:00,2016-10-07 17:40:00)","97.35"
"B","3","[2016-10-07 17:40:00,2016-10-07 18:00:00)","122.73"
"B","3","[2016-10-07 18:00:00,2016-10-07 18:20:00)","90.79"
"B","3","[2016-10-07 18:20:00,2016-10-07 18:40:00)","110.01"
"B","3","[2016-10-07 18:40:00,2016-10-07 19:00:00)","133.48"
"B","3","[2016-10-07 19:00:00,2016-10-07 19:20:00)","148.19"
"B","3","[2016-10-07 19:20:00,2016-10-07 19:40:00)","118.3"
"B","3","[2016-10-07 19:40:00,2016-10-07 20:00:00)","132.16"
"B","3","[2016-10-07 20:00:00,2016-10-07 20:20:00)","135.84"
"B","3","[2016-10-07 20:20:00,2016-10-07 20:40:00)","150.26"
"B","3","[2016-10-07 20:40:00,2016-10-07 21:00:00)","105.27"
"B","3","[2016-10-07 21:00:00,2016-10-07 21:20:00)","107.95"
"B","3","[2016-10-07 21:20:00,2016-10-07 21:40:00)","95.91"
"B","3","[2016-10-07 21:40:00,2016-10-07 22:00:00)","90.01"
"B","3","[2016-10-07 22:20:00,2016-10-07 22:40:00)","128.91"
"B","3","[2016-10-07 22:40:00,2016-10-07 23:00:00)","88.71"
"B","3","[2016-10-07 23:00:00,2016-10-07 23:20:00)","57.73"
"B","3","[2016-10-07 23:20:00,2016-10-07 23:40:00)","73.67"
"B","3","[2016-10-08 00:00:00,2016-10-08 00:20:00)","107.24"
"B","3","[2016-10-08 04:20:00,2016-10-08 04:40:00)","58.87"
"B","3","[2016-10-08 04:40:00,2016-10-08 05:00:00)","56.19"
"B","3","[2016-10-08 05:00:00,2016-10-08 05:20:00)","99.85"
"B","3","[2016-10-08 06:00:00,2016-10-08 06:20:00)","69.13"
"B","3","[2016-10-08 06:40:00,2016-10-08 07:00:00)","454.51"
"B","3","[2016-10-08 07:00:00,2016-10-08 07:20:00)","83.58"
"B","3","[2016-10-08 07:20:00,2016-10-08 07:40:00)","134.79"
"B","3","[2016-10-08 07:40:00,2016-10-08 08:00:00)","98.07"
"B","3","[2016-10-08 08:00:00,2016-10-08 08:20:00)","113.65"
"B","3","[2016-10-08 08:20:00,2016-10-08 08:40:00)","80.36"
"B","3","[2016-10-08 08:40:00,2016-10-08 09:00:00)","116.37"
"B","3","[2016-10-08 09:00:00,2016-10-08 09:20:00)","102.85"
"B","3","[2016-10-08 09:20:00,2016-10-08 09:40:00)","127.27"
"B","3","[2016-10-08 09:40:00,2016-10-08 10:00:00)","81.87"
"B","3","[2016-10-08 10:00:00,2016-10-08 10:20:00)","98.98"
"B","3","[2016-10-08 10:20:00,2016-10-08 10:40:00)","92.13"
"B","3","[2016-10-08 10:40:00,2016-10-08 11:00:00)","82.72"
"B","3","[2016-10-08 11:00:00,2016-10-08 11:20:00)","77.23"
"B","3","[2016-10-08 11:20:00,2016-10-08 11:40:00)","88.37"
"B","3","[2016-10-08 11:40:00,2016-10-08 12:00:00)","100.54"
"B","3","[2016-10-08 12:00:00,2016-10-08 12:20:00)","70.1"
"B","3","[2016-10-08 12:20:00,2016-10-08 12:40:00)","73.29"
"B","3","[2016-10-08 12:40:00,2016-10-08 13:00:00)","80.19"
"B","3","[2016-10-08 13:00:00,2016-10-08 13:20:00)","110.51"
"B","3","[2016-10-08 13:20:00,2016-10-08 13:40:00)","92.67"
"B","3","[2016-10-08 13:40:00,2016-10-08 14:00:00)","95.27"
"B","3","[2016-10-08 14:00:00,2016-10-08 14:20:00)","84.84"
"B","3","[2016-10-08 14:20:00,2016-10-08 14:40:00)","89.76"
"B","3","[2016-10-08 14:40:00,2016-10-08 15:00:00)","95.22"
"B","3","[2016-10-08 15:00:00,2016-10-08 15:20:00)","102.28"
"B","3","[2016-10-08 15:20:00,2016-10-08 15:40:00)","104.85"
"B","3","[2016-10-08 15:40:00,2016-10-08 16:00:00)","102.71"
"B","3","[2016-10-08 16:00:00,2016-10-08 16:20:00)","84.14"
"B","3","[2016-10-08 16:20:00,2016-10-08 16:40:00)","65.21"
"B","3","[2016-10-08 16:40:00,2016-10-08 17:00:00)","108.78"
"B","3","[2016-10-08 17:00:00,2016-10-08 17:20:00)","90.84"
"B","3","[2016-10-08 17:20:00,2016-10-08 17:40:00)","101.24"
"B","3","[2016-10-08 17:40:00,2016-10-08 18:00:00)","90.81"
"B","3","[2016-10-08 18:00:00,2016-10-08 18:20:00)","95.23"
"B","3","[2016-10-08 18:40:00,2016-10-08 19:00:00)","114.18"
"B","3","[2016-10-08 19:00:00,2016-10-08 19:20:00)","137.14"
"B","3","[2016-10-08 19:20:00,2016-10-08 19:40:00)","105.97"
"B","3","[2016-10-08 19:40:00,2016-10-08 20:00:00)","82.98"
"B","3","[2016-10-08 20:00:00,2016-10-08 20:20:00)","79.5"
"B","3","[2016-10-08 20:20:00,2016-10-08 20:40:00)","67.4"
"B","3","[2016-10-08 21:20:00,2016-10-08 21:40:00)","104.75"
"B","3","[2016-10-08 21:40:00,2016-10-08 22:00:00)","91.03"
"B","3","[2016-10-08 22:00:00,2016-10-08 22:20:00)","79.58"
"B","3","[2016-10-08 22:20:00,2016-10-08 22:40:00)","76.94"
"B","3","[2016-10-08 22:40:00,2016-10-08 23:00:00)","111.28"
"B","3","[2016-10-08 23:00:00,2016-10-08 23:20:00)","106.57"
"B","3","[2016-10-08 23:20:00,2016-10-08 23:40:00)","92.04"
"B","3","[2016-10-09 01:20:00,2016-10-09 01:40:00)","28.34"
"B","3","[2016-10-09 02:20:00,2016-10-09 02:40:00)","58.18"
"B","3","[2016-10-09 05:00:00,2016-10-09 05:20:00)","116.1"
"B","3","[2016-10-09 06:00:00,2016-10-09 06:20:00)","84.16"
"B","3","[2016-10-09 06:40:00,2016-10-09 07:00:00)","101.37"
"B","3","[2016-10-09 07:00:00,2016-10-09 07:20:00)","270.11"
"B","3","[2016-10-09 07:20:00,2016-10-09 07:40:00)","109.06"
"B","3","[2016-10-09 07:40:00,2016-10-09 08:00:00)","153.68"
"B","3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","102.75"
"B","3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","131.35"
"B","3","[2016-10-09 08:40:00,2016-10-09 09:00:00)","85.02"
"B","3","[2016-10-09 09:00:00,2016-10-09 09:20:00)","127.37"
"B","3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","95.5"
"B","3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","70.39"
"B","3","[2016-10-09 10:00:00,2016-10-09 10:20:00)","111.25"
"B","3","[2016-10-09 10:20:00,2016-10-09 10:40:00)","110.34"
"B","3","[2016-10-09 10:40:00,2016-10-09 11:00:00)","98.08"
"B","3","[2016-10-09 11:00:00,2016-10-09 11:20:00)","124.71"
"B","3","[2016-10-09 11:20:00,2016-10-09 11:40:00)","134.81"
"B","3","[2016-10-09 11:40:00,2016-10-09 12:00:00)","99.74"
"B","3","[2016-10-09 12:00:00,2016-10-09 12:20:00)","93.0"
"B","3","[2016-10-09 12:20:00,2016-10-09 12:40:00)","121.33"
"B","3","[2016-10-09 12:40:00,2016-10-09 13:00:00)","74.74"
"B","3","[2016-10-09 13:00:00,2016-10-09 13:20:00)","96.28"
"B","3","[2016-10-09 13:20:00,2016-10-09 13:40:00)","113.36"
"B","3","[2016-10-09 13:40:00,2016-10-09 14:00:00)","75.05"
"B","3","[2016-10-09 14:00:00,2016-10-09 14:20:00)","91.21"
"B","3","[2016-10-09 14:20:00,2016-10-09 14:40:00)","66.62"
"B","3","[2016-10-09 14:40:00,2016-10-09 15:00:00)","117.85"
"B","3","[2016-10-09 15:00:00,2016-10-09 15:20:00)","82.13"
"B","3","[2016-10-09 15:20:00,2016-10-09 15:40:00)","76.15"
"B","3","[2016-10-09 15:40:00,2016-10-09 16:00:00)","105.14"
"B","3","[2016-10-09 16:00:00,2016-10-09 16:20:00)","163.4"
"B","3","[2016-10-09 16:20:00,2016-10-09 16:40:00)","94.46"
"B","3","[2016-10-09 16:40:00,2016-10-09 17:00:00)","112.83"
"B","3","[2016-10-09 17:00:00,2016-10-09 17:20:00)","59.2"
"B","3","[2016-10-09 17:20:00,2016-10-09 17:40:00)","37.99"
"B","3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","86.44"
"B","3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","84.43"
"B","3","[2016-10-09 18:20:00,2016-10-09 18:40:00)","163.7"
"B","3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","116.46"
"B","3","[2016-10-09 19:00:00,2016-10-09 19:20:00)","97.76"
"B","3","[2016-10-09 19:20:00,2016-10-09 19:40:00)","73.02"
"B","3","[2016-10-09 20:00:00,2016-10-09 20:20:00)","81.67"
"B","3","[2016-10-09 20:20:00,2016-10-09 20:40:00)","107.41"
"B","3","[2016-10-09 20:40:00,2016-10-09 21:00:00)","112.74"
"B","3","[2016-10-09 21:20:00,2016-10-09 21:40:00)","129.41"
"B","3","[2016-10-09 21:40:00,2016-10-09 22:00:00)","37.68"
"B","3","[2016-10-09 22:20:00,2016-10-09 22:40:00)","72.85"
"B","3","[2016-10-09 22:40:00,2016-10-09 23:00:00)","58.55"
"B","3","[2016-10-09 23:00:00,2016-10-09 23:20:00)","66.74"
"B","3","[2016-10-09 23:20:00,2016-10-09 23:40:00)","137.55"
"B","3","[2016-10-10 00:00:00,2016-10-10 00:20:00)","106.12"
"B","3","[2016-10-10 02:20:00,2016-10-10 02:40:00)","73.68"
"B","3","[2016-10-10 02:40:00,2016-10-10 03:00:00)","95.93"
"B","3","[2016-10-10 04:00:00,2016-10-10 04:20:00)","83.05"
"B","3","[2016-10-10 05:20:00,2016-10-10 05:40:00)","58.75"
"B","3","[2016-10-10 06:20:00,2016-10-10 06:40:00)","77.43"
"B","3","[2016-10-10 06:40:00,2016-10-10 07:00:00)","75.79"
"B","3","[2016-10-10 07:00:00,2016-10-10 07:20:00)","88.47"
"B","3","[2016-10-10 07:20:00,2016-10-10 07:40:00)","103.89"
"B","3","[2016-10-10 07:40:00,2016-10-10 08:00:00)","76.21"
"B","3","[2016-10-10 08:00:00,2016-10-10 08:20:00)","112.91"
"B","3","[2016-10-10 08:20:00,2016-10-10 08:40:00)","127.14"
"B","3","[2016-10-10 08:40:00,2016-10-10 09:00:00)","132.16"
"B","3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","127.34"
"B","3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","85.84"
"B","3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","113.07"
"B","3","[2016-10-10 10:00:00,2016-10-10 10:20:00)","395.85"
"B","3","[2016-10-10 10:20:00,2016-10-10 10:40:00)","93.81"
"B","3","[2016-10-10 10:40:00,2016-10-10 11:00:00)","119.9"
"B","3","[2016-10-10 11:00:00,2016-10-10 11:20:00)","102.86"
"B","3","[2016-10-10 11:20:00,2016-10-10 11:40:00)","114.33"
"B","3","[2016-10-10 11:40:00,2016-10-10 12:00:00)","103.73"
"B","3","[2016-10-10 12:00:00,2016-10-10 12:20:00)","96.24"
"B","3","[2016-10-10 12:20:00,2016-10-10 12:40:00)","145.03"
"B","3","[2016-10-10 12:40:00,2016-10-10 13:00:00)","65.46"
"B","3","[2016-10-10 13:00:00,2016-10-10 13:20:00)","86.77"
"B","3","[2016-10-10 13:20:00,2016-10-10 13:40:00)","122.15"
"B","3","[2016-10-10 13:40:00,2016-10-10 14:00:00)","83.96"
"B","3","[2016-10-10 14:00:00,2016-10-10 14:20:00)","160.67"
"B","3","[2016-10-10 14:20:00,2016-10-10 14:40:00)","90.63"
"B","3","[2016-10-10 14:40:00,2016-10-10 15:00:00)","66.49"
"B","3","[2016-10-10 15:00:00,2016-10-10 15:20:00)","102.4"
"B","3","[2016-10-10 15:20:00,2016-10-10 15:40:00)","115.19"
"B","3","[2016-10-10 15:40:00,2016-10-10 16:00:00)","144.79"
"B","3","[2016-10-10 16:00:00,2016-10-10 16:20:00)","96.1"
"B","3","[2016-10-10 16:20:00,2016-10-10 16:40:00)","83.15"
"B","3","[2016-10-10 16:40:00,2016-10-10 17:00:00)","101.68"
"B","3","[2016-10-10 17:00:00,2016-10-10 17:20:00)","66.33"
"B","3","[2016-10-10 17:20:00,2016-10-10 17:40:00)","99.53"
"B","3","[2016-10-10 17:40:00,2016-10-10 18:00:00)","96.32"
"B","3","[2016-10-10 18:00:00,2016-10-10 18:20:00)","123.44"
"B","3","[2016-10-10 18:20:00,2016-10-10 18:40:00)","89.56"
"B","3","[2016-10-10 18:40:00,2016-10-10 19:00:00)","102.36"
"B","3","[2016-10-10 19:00:00,2016-10-10 19:20:00)","237.85"
"B","3","[2016-10-10 19:20:00,2016-10-10 19:40:00)","120.55"
"B","3","[2016-10-10 19:40:00,2016-10-10 20:00:00)","104.67"
"B","3","[2016-10-10 20:00:00,2016-10-10 20:20:00)","111.06"
"B","3","[2016-10-10 20:20:00,2016-10-10 20:40:00)","138.67"
"B","3","[2016-10-10 21:00:00,2016-10-10 21:20:00)","54.29"
"B","3","[2016-10-10 21:20:00,2016-10-10 21:40:00)","106.05"
"B","3","[2016-10-10 21:40:00,2016-10-10 22:00:00)","65.88"
"B","3","[2016-10-10 22:00:00,2016-10-10 22:20:00)","61.14"
"B","3","[2016-10-10 22:40:00,2016-10-10 23:00:00)","74.89"
"B","3","[2016-10-10 23:20:00,2016-10-10 23:40:00)","74.93"
"B","3","[2016-10-10 23:40:00,2016-10-11 00:00:00)","31.46"
"B","3","[2016-10-11 00:20:00,2016-10-11 00:40:00)","103.27"
"B","3","[2016-10-11 01:40:00,2016-10-11 02:00:00)","94.61"
"B","3","[2016-10-11 02:20:00,2016-10-11 02:40:00)","75.56"
"B","3","[2016-10-11 04:40:00,2016-10-11 05:00:00)","91.92"
"B","3","[2016-10-11 05:00:00,2016-10-11 05:20:00)","59.16"
"B","3","[2016-10-11 06:20:00,2016-10-11 06:40:00)","71.58"
"B","3","[2016-10-11 06:40:00,2016-10-11 07:00:00)","133.72"
"B","3","[2016-10-11 07:00:00,2016-10-11 07:20:00)","126.05"
"B","3","[2016-10-11 07:20:00,2016-10-11 07:40:00)","143.01"
"B","3","[2016-10-11 07:40:00,2016-10-11 08:00:00)","110.76"
"B","3","[2016-10-11 08:00:00,2016-10-11 08:20:00)","142.52"
"B","3","[2016-10-11 08:20:00,2016-10-11 08:40:00)","93.0"
"B","3","[2016-10-11 08:40:00,2016-10-11 09:00:00)","136.49"
"B","3","[2016-10-11 09:00:00,2016-10-11 09:20:00)","96.54"
"B","3","[2016-10-11 09:20:00,2016-10-11 09:40:00)","104.09"
"B","3","[2016-10-11 09:40:00,2016-10-11 10:00:00)","133.37"
"B","3","[2016-10-11 10:00:00,2016-10-11 10:20:00)","133.5"
"B","3","[2016-10-11 10:20:00,2016-10-11 10:40:00)","231.31"
"B","3","[2016-10-11 10:40:00,2016-10-11 11:00:00)","76.84"
"B","3","[2016-10-11 11:20:00,2016-10-11 11:40:00)","93.11"
"B","3","[2016-10-11 11:40:00,2016-10-11 12:00:00)","102.93"
"B","3","[2016-10-11 12:00:00,2016-10-11 12:20:00)","81.63"
"B","3","[2016-10-11 12:20:00,2016-10-11 12:40:00)","129.76"
"B","3","[2016-10-11 12:40:00,2016-10-11 13:00:00)","75.79"
"B","3","[2016-10-11 13:00:00,2016-10-11 13:20:00)","108.03"
"B","3","[2016-10-11 13:20:00,2016-10-11 13:40:00)","106.02"
"B","3","[2016-10-11 13:40:00,2016-10-11 14:00:00)","103.98"
"B","3","[2016-10-11 14:00:00,2016-10-11 14:20:00)","160.78"
"B","3","[2016-10-11 14:20:00,2016-10-11 14:40:00)","110.78"
"B","3","[2016-10-11 14:40:00,2016-10-11 15:00:00)","82.26"
"B","3","[2016-10-11 15:00:00,2016-10-11 15:20:00)","72.46"
"B","3","[2016-10-11 15:20:00,2016-10-11 15:40:00)","113.49"
"B","3","[2016-10-11 15:40:00,2016-10-11 16:00:00)","124.56"
"B","3","[2016-10-11 16:00:00,2016-10-11 16:20:00)","97.92"
"B","3","[2016-10-11 16:20:00,2016-10-11 16:40:00)","130.13"
"B","3","[2016-10-11 16:40:00,2016-10-11 17:00:00)","90.69"
"B","3","[2016-10-11 17:00:00,2016-10-11 17:20:00)","73.86"
"B","3","[2016-10-11 17:20:00,2016-10-11 17:40:00)","103.08"
"B","3","[2016-10-11 17:40:00,2016-10-11 18:00:00)","76.11"
"B","3","[2016-10-11 18:00:00,2016-10-11 18:20:00)","113.66"
"B","3","[2016-10-11 18:20:00,2016-10-11 18:40:00)","64.97"
"B","3","[2016-10-11 18:40:00,2016-10-11 19:00:00)","89.14"
"B","3","[2016-10-11 19:00:00,2016-10-11 19:20:00)","92.67"
"B","3","[2016-10-11 19:20:00,2016-10-11 19:40:00)","129.44"
"B","3","[2016-10-11 19:40:00,2016-10-11 20:00:00)","102.91"
"B","3","[2016-10-11 20:00:00,2016-10-11 20:20:00)","95.91"
"B","3","[2016-10-11 20:40:00,2016-10-11 21:00:00)","126.44"
"B","3","[2016-10-11 21:00:00,2016-10-11 21:20:00)","114.51"
"B","3","[2016-10-11 21:20:00,2016-10-11 21:40:00)","268.29"
"B","3","[2016-10-11 21:40:00,2016-10-11 22:00:00)","120.55"
"B","3","[2016-10-11 22:00:00,2016-10-11 22:20:00)","86.69"
"B","3","[2016-10-11 22:20:00,2016-10-11 22:40:00)","86.0"
"B","3","[2016-10-11 22:40:00,2016-10-11 23:00:00)","88.25"
"B","3","[2016-10-11 23:20:00,2016-10-11 23:40:00)","136.46"
"B","3","[2016-10-12 00:00:00,2016-10-12 00:20:00)","83.32"
"B","3","[2016-10-12 01:00:00,2016-10-12 01:20:00)","63.29"
"B","3","[2016-10-12 02:20:00,2016-10-12 02:40:00)","105.41"
"B","3","[2016-10-12 03:20:00,2016-10-12 03:40:00)","83.37"
"B","3","[2016-10-12 04:40:00,2016-10-12 05:00:00)","104.78"
"B","3","[2016-10-12 05:20:00,2016-10-12 05:40:00)","87.31"
"B","3","[2016-10-12 06:00:00,2016-10-12 06:20:00)","84.28"
"B","3","[2016-10-12 06:20:00,2016-10-12 06:40:00)","98.94"
"B","3","[2016-10-12 06:40:00,2016-10-12 07:00:00)","78.19"
"B","3","[2016-10-12 07:00:00,2016-10-12 07:20:00)","79.96"
"B","3","[2016-10-12 07:20:00,2016-10-12 07:40:00)","73.71"
"B","3","[2016-10-12 07:40:00,2016-10-12 08:00:00)","153.3"
"B","3","[2016-10-12 08:00:00,2016-10-12 08:20:00)","84.05"
