"tollgate_id","time_window","direction","volume"
"2","[2016-09-24 01:40:00,2016-09-24 02:00:00)","0","2"
"1","[2016-09-24 02:00:00,2016-09-24 02:20:00)","1","9"
"1","[2016-09-24 02:00:00,2016-09-24 02:20:00)","0","10"
"3","[2016-09-24 02:00:00,2016-09-24 02:20:00)","1","8"
"3","[2016-09-24 02:00:00,2016-09-24 02:20:00)","0","16"
"1","[2016-09-24 02:20:00,2016-09-24 02:40:00)","1","8"
"1","[2016-09-24 02:20:00,2016-09-24 02:40:00)","0","4"
"3","[2016-09-24 02:20:00,2016-09-24 02:40:00)","1","1"
"3","[2016-09-24 02:20:00,2016-09-24 02:40:00)","0","16"
"1","[2016-09-24 02:40:00,2016-09-24 03:00:00)","1","10"
"1","[2016-09-24 02:40:00,2016-09-24 03:00:00)","0","8"
"3","[2016-09-24 02:40:00,2016-09-24 03:00:00)","1","10"
"3","[2016-09-24 02:40:00,2016-09-24 03:00:00)","0","14"
"1","[2016-09-24 03:00:00,2016-09-24 03:20:00)","1","6"
"1","[2016-09-24 03:00:00,2016-09-24 03:20:00)","0","11"
"3","[2016-09-24 03:00:00,2016-09-24 03:20:00)","1","7"
"3","[2016-09-24 03:00:00,2016-09-24 03:20:00)","0","11"
"1","[2016-09-24 03:20:00,2016-09-24 03:40:00)","1","23"
"1","[2016-09-24 03:20:00,2016-09-24 03:40:00)","0","10"
"3","[2016-09-24 03:20:00,2016-09-24 03:40:00)","1","4"
"3","[2016-09-24 03:20:00,2016-09-24 03:40:00)","0","11"
"1","[2016-09-24 03:40:00,2016-09-24 04:00:00)","1","15"
"1","[2016-09-24 03:40:00,2016-09-24 04:00:00)","0","14"
"3","[2016-09-24 03:40:00,2016-09-24 04:00:00)","1","8"
"3","[2016-09-24 03:40:00,2016-09-24 04:00:00)","0","16"
"1","[2016-09-24 04:00:00,2016-09-24 04:20:00)","1","16"
"1","[2016-09-24 04:00:00,2016-09-24 04:20:00)","0","6"
"3","[2016-09-24 04:00:00,2016-09-24 04:20:00)","1","6"
"3","[2016-09-24 04:00:00,2016-09-24 04:20:00)","0","12"
"1","[2016-09-24 04:20:00,2016-09-24 04:40:00)","1","16"
"1","[2016-09-24 04:20:00,2016-09-24 04:40:00)","0","11"
"3","[2016-09-24 04:20:00,2016-09-24 04:40:00)","1","2"
"3","[2016-09-24 04:20:00,2016-09-24 04:40:00)","0","14"
"1","[2016-09-24 04:40:00,2016-09-24 05:00:00)","1","25"
"1","[2016-09-24 04:40:00,2016-09-24 05:00:00)","0","20"
"3","[2016-09-24 04:40:00,2016-09-24 05:00:00)","1","7"
"3","[2016-09-24 04:40:00,2016-09-24 05:00:00)","0","13"
"2","[2016-09-24 04:40:00,2016-09-24 05:00:00)","0","1"
"1","[2016-09-24 05:00:00,2016-09-24 05:20:00)","1","29"
"1","[2016-09-24 05:00:00,2016-09-24 05:20:00)","0","4"
"3","[2016-09-24 05:00:00,2016-09-24 05:20:00)","1","8"
"3","[2016-09-24 05:00:00,2016-09-24 05:20:00)","0","8"
"2","[2016-09-24 05:00:00,2016-09-24 05:20:00)","0","14"
"1","[2016-09-24 05:20:00,2016-09-24 05:40:00)","1","38"
"1","[2016-09-24 05:20:00,2016-09-24 05:40:00)","0","5"
"3","[2016-09-24 05:20:00,2016-09-24 05:40:00)","1","12"
"3","[2016-09-24 05:20:00,2016-09-24 05:40:00)","0","12"
"2","[2016-09-24 05:20:00,2016-09-24 05:40:00)","0","17"
"1","[2016-09-24 05:40:00,2016-09-24 06:00:00)","1","30"
"1","[2016-09-24 05:40:00,2016-09-24 06:00:00)","0","9"
"3","[2016-09-24 05:40:00,2016-09-24 06:00:00)","1","14"
"3","[2016-09-24 05:40:00,2016-09-24 06:00:00)","0","34"
"2","[2016-09-24 05:40:00,2016-09-24 06:00:00)","0","16"
"1","[2016-09-24 06:00:00,2016-09-24 06:20:00)","1","37"
"1","[2016-09-24 06:00:00,2016-09-24 06:20:00)","0","8"
"3","[2016-09-24 06:00:00,2016-09-24 06:20:00)","1","17"
"3","[2016-09-24 06:00:00,2016-09-24 06:20:00)","0","35"
"2","[2016-09-24 06:00:00,2016-09-24 06:20:00)","0","30"
"1","[2016-09-24 06:20:00,2016-09-24 06:40:00)","1","58"
"1","[2016-09-24 06:20:00,2016-09-24 06:40:00)","0","19"
"3","[2016-09-24 06:20:00,2016-09-24 06:40:00)","1","44"
"3","[2016-09-24 06:20:00,2016-09-24 06:40:00)","0","52"
"2","[2016-09-24 06:20:00,2016-09-24 06:40:00)","0","31"
"1","[2016-09-24 06:40:00,2016-09-24 07:00:00)","1","63"
"1","[2016-09-24 06:40:00,2016-09-24 07:00:00)","0","24"
"3","[2016-09-24 06:40:00,2016-09-24 07:00:00)","1","48"
"3","[2016-09-24 06:40:00,2016-09-24 07:00:00)","0","75"
"2","[2016-09-24 06:40:00,2016-09-24 07:00:00)","0","45"
"1","[2016-09-24 07:00:00,2016-09-24 07:20:00)","1","74"
"1","[2016-09-24 07:00:00,2016-09-24 07:20:00)","0","28"
"3","[2016-09-24 07:00:00,2016-09-24 07:20:00)","1","73"
"3","[2016-09-24 07:00:00,2016-09-24 07:20:00)","0","83"
"2","[2016-09-24 07:00:00,2016-09-24 07:20:00)","0","46"
"1","[2016-09-24 07:20:00,2016-09-24 07:40:00)","1","74"
"1","[2016-09-24 07:20:00,2016-09-24 07:40:00)","0","33"
"3","[2016-09-24 07:20:00,2016-09-24 07:40:00)","1","71"
"3","[2016-09-24 07:20:00,2016-09-24 07:40:00)","0","88"
"2","[2016-09-24 07:20:00,2016-09-24 07:40:00)","0","64"
"1","[2016-09-24 07:40:00,2016-09-24 08:00:00)","1","106"
"1","[2016-09-24 07:40:00,2016-09-24 08:00:00)","0","35"
"3","[2016-09-24 07:40:00,2016-09-24 08:00:00)","1","95"
"3","[2016-09-24 07:40:00,2016-09-24 08:00:00)","0","104"
"2","[2016-09-24 07:40:00,2016-09-24 08:00:00)","0","82"
"1","[2016-09-24 08:00:00,2016-09-24 08:20:00)","1","95"
"1","[2016-09-24 08:00:00,2016-09-24 08:20:00)","0","43"
"3","[2016-09-24 08:00:00,2016-09-24 08:20:00)","1","122"
"3","[2016-09-24 08:00:00,2016-09-24 08:20:00)","0","114"
"2","[2016-09-24 08:00:00,2016-09-24 08:20:00)","0","74"
"1","[2016-09-24 08:20:00,2016-09-24 08:40:00)","1","101"
"1","[2016-09-24 08:20:00,2016-09-24 08:40:00)","0","64"
"3","[2016-09-24 08:20:00,2016-09-24 08:40:00)","1","113"
"3","[2016-09-24 08:20:00,2016-09-24 08:40:00)","0","121"
"2","[2016-09-24 08:20:00,2016-09-24 08:40:00)","0","86"
"1","[2016-09-24 08:40:00,2016-09-24 09:00:00)","1","102"
"1","[2016-09-24 08:40:00,2016-09-24 09:00:00)","0","71"
"3","[2016-09-24 08:40:00,2016-09-24 09:00:00)","1","107"
"3","[2016-09-24 08:40:00,2016-09-24 09:00:00)","0","127"
"2","[2016-09-24 08:40:00,2016-09-24 09:00:00)","0","91"
"1","[2016-09-24 09:00:00,2016-09-24 09:20:00)","1","82"
"1","[2016-09-24 09:00:00,2016-09-24 09:20:00)","0","52"
"3","[2016-09-24 09:00:00,2016-09-24 09:20:00)","1","115"
"3","[2016-09-24 09:00:00,2016-09-24 09:20:00)","0","117"
"2","[2016-09-24 09:00:00,2016-09-24 09:20:00)","0","94"
"1","[2016-09-24 09:20:00,2016-09-24 09:40:00)","1","86"
"1","[2016-09-24 09:20:00,2016-09-24 09:40:00)","0","68"
"3","[2016-09-24 09:20:00,2016-09-24 09:40:00)","1","128"
"3","[2016-09-24 09:20:00,2016-09-24 09:40:00)","0","113"
"2","[2016-09-24 09:20:00,2016-09-24 09:40:00)","0","96"
"1","[2016-09-24 09:40:00,2016-09-24 10:00:00)","1","78"
"1","[2016-09-24 09:40:00,2016-09-24 10:00:00)","0","66"
"3","[2016-09-24 09:40:00,2016-09-24 10:00:00)","1","124"
"3","[2016-09-24 09:40:00,2016-09-24 10:00:00)","0","134"
"2","[2016-09-24 09:40:00,2016-09-24 10:00:00)","0","100"
"1","[2016-09-24 10:00:00,2016-09-24 10:20:00)","1","83"
"1","[2016-09-24 10:00:00,2016-09-24 10:20:00)","0","56"
"3","[2016-09-24 10:00:00,2016-09-24 10:20:00)","1","97"
"3","[2016-09-24 10:00:00,2016-09-24 10:20:00)","0","121"
"2","[2016-09-24 10:00:00,2016-09-24 10:20:00)","0","107"
"1","[2016-09-24 10:20:00,2016-09-24 10:40:00)","1","86"
"1","[2016-09-24 10:20:00,2016-09-24 10:40:00)","0","70"
"3","[2016-09-24 10:20:00,2016-09-24 10:40:00)","1","99"
"3","[2016-09-24 10:20:00,2016-09-24 10:40:00)","0","119"
"2","[2016-09-24 10:20:00,2016-09-24 10:40:00)","0","85"
"1","[2016-09-24 10:40:00,2016-09-24 11:00:00)","1","79"
"1","[2016-09-24 10:40:00,2016-09-24 11:00:00)","0","54"
"3","[2016-09-24 10:40:00,2016-09-24 11:00:00)","1","89"
"3","[2016-09-24 10:40:00,2016-09-24 11:00:00)","0","122"
"2","[2016-09-24 10:40:00,2016-09-24 11:00:00)","0","77"
"1","[2016-09-24 11:00:00,2016-09-24 11:20:00)","1","75"
"1","[2016-09-24 11:00:00,2016-09-24 11:20:00)","0","54"
"3","[2016-09-24 11:00:00,2016-09-24 11:20:00)","1","87"
"3","[2016-09-24 11:00:00,2016-09-24 11:20:00)","0","115"
"2","[2016-09-24 11:00:00,2016-09-24 11:20:00)","0","89"
"1","[2016-09-24 11:20:00,2016-09-24 11:40:00)","1","89"
"1","[2016-09-24 11:20:00,2016-09-24 11:40:00)","0","58"
"3","[2016-09-24 11:20:00,2016-09-24 11:40:00)","1","84"
"3","[2016-09-24 11:20:00,2016-09-24 11:40:00)","0","87"
"2","[2016-09-24 11:20:00,2016-09-24 11:40:00)","0","61"
"1","[2016-09-24 11:40:00,2016-09-24 12:00:00)","1","91"
"1","[2016-09-24 11:40:00,2016-09-24 12:00:00)","0","47"
"3","[2016-09-24 11:40:00,2016-09-24 12:00:00)","1","90"
"3","[2016-09-24 11:40:00,2016-09-24 12:00:00)","0","104"
"2","[2016-09-24 11:40:00,2016-09-24 12:00:00)","0","61"
"1","[2016-09-24 12:00:00,2016-09-24 12:20:00)","1","110"
"1","[2016-09-24 12:00:00,2016-09-24 12:20:00)","0","49"
"3","[2016-09-24 12:00:00,2016-09-24 12:20:00)","1","120"
"3","[2016-09-24 12:00:00,2016-09-24 12:20:00)","0","107"
"2","[2016-09-24 12:00:00,2016-09-24 12:20:00)","0","64"
"1","[2016-09-24 12:20:00,2016-09-24 12:40:00)","1","107"
"1","[2016-09-24 12:20:00,2016-09-24 12:40:00)","0","31"
"3","[2016-09-24 12:20:00,2016-09-24 12:40:00)","1","72"
"3","[2016-09-24 12:20:00,2016-09-24 12:40:00)","0","104"
"2","[2016-09-24 12:20:00,2016-09-24 12:40:00)","0","76"
"1","[2016-09-24 12:40:00,2016-09-24 13:00:00)","1","92"
"1","[2016-09-24 12:40:00,2016-09-24 13:00:00)","0","55"
"3","[2016-09-24 12:40:00,2016-09-24 13:00:00)","1","104"
"3","[2016-09-24 12:40:00,2016-09-24 13:00:00)","0","114"
"2","[2016-09-24 12:40:00,2016-09-24 13:00:00)","0","70"
"1","[2016-09-24 13:00:00,2016-09-24 13:20:00)","1","90"
"1","[2016-09-24 13:00:00,2016-09-24 13:20:00)","0","41"
"3","[2016-09-24 13:00:00,2016-09-24 13:20:00)","1","113"
"3","[2016-09-24 13:00:00,2016-09-24 13:20:00)","0","122"
"2","[2016-09-24 13:00:00,2016-09-24 13:20:00)","0","67"
"1","[2016-09-24 13:20:00,2016-09-24 13:40:00)","1","117"
"1","[2016-09-24 13:20:00,2016-09-24 13:40:00)","0","42"
"3","[2016-09-24 13:20:00,2016-09-24 13:40:00)","1","112"
"3","[2016-09-24 13:20:00,2016-09-24 13:40:00)","0","122"
"2","[2016-09-24 13:20:00,2016-09-24 13:40:00)","0","79"
"1","[2016-09-24 13:40:00,2016-09-24 14:00:00)","1","104"
"1","[2016-09-24 13:40:00,2016-09-24 14:00:00)","0","64"
"3","[2016-09-24 13:40:00,2016-09-24 14:00:00)","1","108"
"3","[2016-09-24 13:40:00,2016-09-24 14:00:00)","0","120"
"2","[2016-09-24 13:40:00,2016-09-24 14:00:00)","0","83"
"1","[2016-09-24 14:00:00,2016-09-24 14:20:00)","1","88"
"1","[2016-09-24 14:00:00,2016-09-24 14:20:00)","0","56"
"3","[2016-09-24 14:00:00,2016-09-24 14:20:00)","1","93"
"3","[2016-09-24 14:00:00,2016-09-24 14:20:00)","0","122"
"2","[2016-09-24 14:00:00,2016-09-24 14:20:00)","0","74"
"1","[2016-09-24 14:20:00,2016-09-24 14:40:00)","1","87"
"1","[2016-09-24 14:20:00,2016-09-24 14:40:00)","0","55"
"3","[2016-09-24 14:20:00,2016-09-24 14:40:00)","1","101"
"3","[2016-09-24 14:20:00,2016-09-24 14:40:00)","0","116"
"2","[2016-09-24 14:20:00,2016-09-24 14:40:00)","0","87"
"1","[2016-09-24 14:40:00,2016-09-24 15:00:00)","1","102"
"1","[2016-09-24 14:40:00,2016-09-24 15:00:00)","0","78"
"3","[2016-09-24 14:40:00,2016-09-24 15:00:00)","1","98"
"3","[2016-09-24 14:40:00,2016-09-24 15:00:00)","0","112"
"2","[2016-09-24 14:40:00,2016-09-24 15:00:00)","0","97"
"1","[2016-09-24 15:00:00,2016-09-24 15:20:00)","1","95"
"1","[2016-09-24 15:00:00,2016-09-24 15:20:00)","0","55"
"3","[2016-09-24 15:00:00,2016-09-24 15:20:00)","1","104"
"3","[2016-09-24 15:00:00,2016-09-24 15:20:00)","0","153"
"2","[2016-09-24 15:00:00,2016-09-24 15:20:00)","0","80"
"1","[2016-09-24 15:20:00,2016-09-24 15:40:00)","1","110"
"1","[2016-09-24 15:20:00,2016-09-24 15:40:00)","0","63"
"3","[2016-09-24 15:20:00,2016-09-24 15:40:00)","1","134"
"3","[2016-09-24 15:20:00,2016-09-24 15:40:00)","0","157"
"2","[2016-09-24 15:20:00,2016-09-24 15:40:00)","0","89"
"1","[2016-09-24 15:40:00,2016-09-24 16:00:00)","1","104"
"1","[2016-09-24 15:40:00,2016-09-24 16:00:00)","0","66"
"3","[2016-09-24 15:40:00,2016-09-24 16:00:00)","1","105"
"3","[2016-09-24 15:40:00,2016-09-24 16:00:00)","0","110"
"2","[2016-09-24 15:40:00,2016-09-24 16:00:00)","0","94"
"1","[2016-09-24 16:00:00,2016-09-24 16:20:00)","1","93"
"1","[2016-09-24 16:00:00,2016-09-24 16:20:00)","0","81"
"3","[2016-09-24 16:00:00,2016-09-24 16:20:00)","1","109"
"3","[2016-09-24 16:00:00,2016-09-24 16:20:00)","0","140"
"2","[2016-09-24 16:00:00,2016-09-24 16:20:00)","0","87"
"1","[2016-09-24 16:20:00,2016-09-24 16:40:00)","1","84"
"1","[2016-09-24 16:20:00,2016-09-24 16:40:00)","0","59"
"3","[2016-09-24 16:20:00,2016-09-24 16:40:00)","1","107"
"3","[2016-09-24 16:20:00,2016-09-24 16:40:00)","0","135"
"2","[2016-09-24 16:20:00,2016-09-24 16:40:00)","0","83"
"1","[2016-09-24 16:40:00,2016-09-24 17:00:00)","1","90"
"1","[2016-09-24 16:40:00,2016-09-24 17:00:00)","0","48"
"3","[2016-09-24 16:40:00,2016-09-24 17:00:00)","1","114"
"3","[2016-09-24 16:40:00,2016-09-24 17:00:00)","0","152"
"2","[2016-09-24 16:40:00,2016-09-24 17:00:00)","0","89"
"1","[2016-09-24 17:00:00,2016-09-24 17:20:00)","1","94"
"1","[2016-09-24 17:00:00,2016-09-24 17:20:00)","0","73"
"3","[2016-09-24 17:00:00,2016-09-24 17:20:00)","1","87"
"3","[2016-09-24 17:00:00,2016-09-24 17:20:00)","0","167"
"2","[2016-09-24 17:00:00,2016-09-24 17:20:00)","0","71"
"1","[2016-09-24 17:20:00,2016-09-24 17:40:00)","1","85"
"1","[2016-09-24 17:20:00,2016-09-24 17:40:00)","0","55"
"3","[2016-09-24 17:20:00,2016-09-24 17:40:00)","1","88"
"3","[2016-09-24 17:20:00,2016-09-24 17:40:00)","0","124"
"2","[2016-09-24 17:20:00,2016-09-24 17:40:00)","0","89"
"1","[2016-09-24 17:40:00,2016-09-24 18:00:00)","1","105"
"1","[2016-09-24 17:40:00,2016-09-24 18:00:00)","0","32"
"3","[2016-09-24 17:40:00,2016-09-24 18:00:00)","1","87"
"3","[2016-09-24 17:40:00,2016-09-24 18:00:00)","0","102"
"2","[2016-09-24 17:40:00,2016-09-24 18:00:00)","0","85"
"1","[2016-09-24 18:00:00,2016-09-24 18:20:00)","1","78"
"1","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","42"
"3","[2016-09-24 18:00:00,2016-09-24 18:20:00)","1","57"
"3","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","108"
"2","[2016-09-24 18:00:00,2016-09-24 18:20:00)","0","34"
"1","[2016-09-24 18:20:00,2016-09-24 18:40:00)","1","75"
"1","[2016-09-24 18:20:00,2016-09-24 18:40:00)","0","35"
"3","[2016-09-24 18:20:00,2016-09-24 18:40:00)","1","77"
"3","[2016-09-24 18:20:00,2016-09-24 18:40:00)","0","108"
"1","[2016-09-24 18:40:00,2016-09-24 19:00:00)","1","59"
"1","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","54"
"3","[2016-09-24 18:40:00,2016-09-24 19:00:00)","1","66"
"3","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","92"
"2","[2016-09-24 18:40:00,2016-09-24 19:00:00)","0","1"
"1","[2016-09-24 19:00:00,2016-09-24 19:20:00)","1","50"
"1","[2016-09-24 19:00:00,2016-09-24 19:20:00)","0","32"
"3","[2016-09-24 19:00:00,2016-09-24 19:20:00)","1","53"
"3","[2016-09-24 19:00:00,2016-09-24 19:20:00)","0","68"
"1","[2016-09-24 19:20:00,2016-09-24 19:40:00)","1","46"
"1","[2016-09-24 19:20:00,2016-09-24 19:40:00)","0","47"
"3","[2016-09-24 19:20:00,2016-09-24 19:40:00)","1","60"
"3","[2016-09-24 19:20:00,2016-09-24 19:40:00)","0","78"
"2","[2016-09-24 19:20:00,2016-09-24 19:40:00)","0","9"
"1","[2016-09-24 19:40:00,2016-09-24 20:00:00)","1","51"
"1","[2016-09-24 19:40:00,2016-09-24 20:00:00)","0","21"
"3","[2016-09-24 19:40:00,2016-09-24 20:00:00)","1","50"
"3","[2016-09-24 19:40:00,2016-09-24 20:00:00)","0","59"
"2","[2016-09-24 19:40:00,2016-09-24 20:00:00)","0","34"
"1","[2016-09-24 20:00:00,2016-09-24 20:20:00)","1","42"
"1","[2016-09-24 20:00:00,2016-09-24 20:20:00)","0","23"
"3","[2016-09-24 20:00:00,2016-09-24 20:20:00)","1","57"
"3","[2016-09-24 20:00:00,2016-09-24 20:20:00)","0","70"
"2","[2016-09-24 20:00:00,2016-09-24 20:20:00)","0","39"
"1","[2016-09-24 20:20:00,2016-09-24 20:40:00)","1","30"
"1","[2016-09-24 20:20:00,2016-09-24 20:40:00)","0","28"
"3","[2016-09-24 20:20:00,2016-09-24 20:40:00)","1","62"
"3","[2016-09-24 20:20:00,2016-09-24 20:40:00)","0","43"
"2","[2016-09-24 20:20:00,2016-09-24 20:40:00)","0","35"
"1","[2016-09-24 20:40:00,2016-09-24 21:00:00)","1","51"
"1","[2016-09-24 20:40:00,2016-09-24 21:00:00)","0","30"
"3","[2016-09-24 20:40:00,2016-09-24 21:00:00)","1","49"
"3","[2016-09-24 20:40:00,2016-09-24 21:00:00)","0","64"
"2","[2016-09-24 20:40:00,2016-09-24 21:00:00)","0","35"
"1","[2016-09-24 21:00:00,2016-09-24 21:20:00)","1","26"
"1","[2016-09-24 21:00:00,2016-09-24 21:20:00)","0","23"
"3","[2016-09-24 21:00:00,2016-09-24 21:20:00)","1","39"
"3","[2016-09-24 21:00:00,2016-09-24 21:20:00)","0","56"
"2","[2016-09-24 21:00:00,2016-09-24 21:20:00)","0","27"
"1","[2016-09-24 21:20:00,2016-09-24 21:40:00)","1","27"
"1","[2016-09-24 21:20:00,2016-09-24 21:40:00)","0","23"
"3","[2016-09-24 21:20:00,2016-09-24 21:40:00)","1","42"
"3","[2016-09-24 21:20:00,2016-09-24 21:40:00)","0","54"
"2","[2016-09-24 21:20:00,2016-09-24 21:40:00)","0","28"
"1","[2016-09-24 21:40:00,2016-09-24 22:00:00)","1","33"
"1","[2016-09-24 21:40:00,2016-09-24 22:00:00)","0","16"
"3","[2016-09-24 21:40:00,2016-09-24 22:00:00)","1","35"
"3","[2016-09-24 21:40:00,2016-09-24 22:00:00)","0","43"
"2","[2016-09-24 21:40:00,2016-09-24 22:00:00)","0","17"
"1","[2016-09-24 22:00:00,2016-09-24 22:20:00)","1","21"
"1","[2016-09-24 22:00:00,2016-09-24 22:20:00)","0","16"
"3","[2016-09-24 22:00:00,2016-09-24 22:20:00)","1","25"
"3","[2016-09-24 22:00:00,2016-09-24 22:20:00)","0","38"
"2","[2016-09-24 22:00:00,2016-09-24 22:20:00)","0","19"
"1","[2016-09-24 22:20:00,2016-09-24 22:40:00)","1","20"
"1","[2016-09-24 22:20:00,2016-09-24 22:40:00)","0","13"
"3","[2016-09-24 22:20:00,2016-09-24 22:40:00)","1","27"
"3","[2016-09-24 22:20:00,2016-09-24 22:40:00)","0","34"
"2","[2016-09-24 22:20:00,2016-09-24 22:40:00)","0","20"
"1","[2016-09-24 22:40:00,2016-09-24 23:00:00)","1","23"
"1","[2016-09-24 22:40:00,2016-09-24 23:00:00)","0","15"
"3","[2016-09-24 22:40:00,2016-09-24 23:00:00)","1","14"
"3","[2016-09-24 22:40:00,2016-09-24 23:00:00)","0","22"
"2","[2016-09-24 22:40:00,2016-09-24 23:00:00)","0","16"
"1","[2016-09-24 23:00:00,2016-09-24 23:20:00)","1","17"
"1","[2016-09-24 23:00:00,2016-09-24 23:20:00)","0","6"
"3","[2016-09-24 23:00:00,2016-09-24 23:20:00)","1","24"
"3","[2016-09-24 23:00:00,2016-09-24 23:20:00)","0","38"
"2","[2016-09-24 23:00:00,2016-09-24 23:20:00)","0","10"
"1","[2016-09-24 23:20:00,2016-09-24 23:40:00)","1","16"
"1","[2016-09-24 23:20:00,2016-09-24 23:40:00)","0","10"
"3","[2016-09-24 23:20:00,2016-09-24 23:40:00)","1","28"
"3","[2016-09-24 23:20:00,2016-09-24 23:40:00)","0","19"
"2","[2016-09-24 23:20:00,2016-09-24 23:40:00)","0","16"
"1","[2016-09-24 23:40:00,2016-09-25 00:00:00)","1","12"
"1","[2016-09-24 23:40:00,2016-09-25 00:00:00)","0","4"
"3","[2016-09-24 23:40:00,2016-09-25 00:00:00)","1","14"
"3","[2016-09-24 23:40:00,2016-09-25 00:00:00)","0","18"
"2","[2016-09-24 23:40:00,2016-09-25 00:00:00)","0","7"
"1","[2016-09-25 00:00:00,2016-09-25 00:20:00)","1","98"
"1","[2016-09-25 00:00:00,2016-09-25 00:20:00)","0","14"
"3","[2016-09-25 00:00:00,2016-09-25 00:20:00)","1","147"
"3","[2016-09-25 00:00:00,2016-09-25 00:20:00)","0","15"
"2","[2016-09-25 00:00:00,2016-09-25 00:20:00)","0","3"
"1","[2016-09-25 00:20:00,2016-09-25 00:40:00)","1","52"
"1","[2016-09-25 00:20:00,2016-09-25 00:40:00)","0","8"
"3","[2016-09-25 00:20:00,2016-09-25 00:40:00)","1","111"
"3","[2016-09-25 00:20:00,2016-09-25 00:40:00)","0","18"
"1","[2016-09-25 00:40:00,2016-09-25 01:00:00)","1","27"
"1","[2016-09-25 00:40:00,2016-09-25 01:00:00)","0","7"
"3","[2016-09-25 00:40:00,2016-09-25 01:00:00)","1","86"
"3","[2016-09-25 00:40:00,2016-09-25 01:00:00)","0","20"
"2","[2016-09-25 00:40:00,2016-09-25 01:00:00)","0","1"
"1","[2016-09-25 01:00:00,2016-09-25 01:20:00)","1","14"
"1","[2016-09-25 01:00:00,2016-09-25 01:20:00)","0","8"
"3","[2016-09-25 01:00:00,2016-09-25 01:20:00)","1","7"
"3","[2016-09-25 01:00:00,2016-09-25 01:20:00)","0","18"
"1","[2016-09-25 01:20:00,2016-09-25 01:40:00)","1","6"
"1","[2016-09-25 01:20:00,2016-09-25 01:40:00)","0","6"
"3","[2016-09-25 01:20:00,2016-09-25 01:40:00)","1","9"
"3","[2016-09-25 01:20:00,2016-09-25 01:40:00)","0","19"
"2","[2016-09-25 01:20:00,2016-09-25 01:40:00)","0","3"
"1","[2016-09-25 01:40:00,2016-09-25 02:00:00)","1","10"
"1","[2016-09-25 01:40:00,2016-09-25 02:00:00)","0","2"
"3","[2016-09-25 01:40:00,2016-09-25 02:00:00)","1","7"
"3","[2016-09-25 01:40:00,2016-09-25 02:00:00)","0","11"
"2","[2016-09-25 01:40:00,2016-09-25 02:00:00)","0","2"
"1","[2016-09-25 02:00:00,2016-09-25 02:20:00)","1","16"
"1","[2016-09-25 02:00:00,2016-09-25 02:20:00)","0","5"
"3","[2016-09-25 02:00:00,2016-09-25 02:20:00)","1","7"
"3","[2016-09-25 02:00:00,2016-09-25 02:20:00)","0","13"
"1","[2016-09-25 02:20:00,2016-09-25 02:40:00)","1","6"
"1","[2016-09-25 02:20:00,2016-09-25 02:40:00)","0","10"
"3","[2016-09-25 02:20:00,2016-09-25 02:40:00)","1","4"
"3","[2016-09-25 02:20:00,2016-09-25 02:40:00)","0","19"
"1","[2016-09-25 02:40:00,2016-09-25 03:00:00)","1","5"
"1","[2016-09-25 02:40:00,2016-09-25 03:00:00)","0","8"
"3","[2016-09-25 02:40:00,2016-09-25 03:00:00)","1","4"
"3","[2016-09-25 02:40:00,2016-09-25 03:00:00)","0","17"
"1","[2016-09-25 03:00:00,2016-09-25 03:20:00)","1","10"
"1","[2016-09-25 03:00:00,2016-09-25 03:20:00)","0","5"
"3","[2016-09-25 03:00:00,2016-09-25 03:20:00)","1","3"
"3","[2016-09-25 03:00:00,2016-09-25 03:20:00)","0","18"
"1","[2016-09-25 03:20:00,2016-09-25 03:40:00)","1","18"
"1","[2016-09-25 03:20:00,2016-09-25 03:40:00)","0","6"
"3","[2016-09-25 03:20:00,2016-09-25 03:40:00)","1","4"
"3","[2016-09-25 03:20:00,2016-09-25 03:40:00)","0","16"
"1","[2016-09-25 03:40:00,2016-09-25 04:00:00)","1","16"
"1","[2016-09-25 03:40:00,2016-09-25 04:00:00)","0","11"
"3","[2016-09-25 03:40:00,2016-09-25 04:00:00)","1","5"
"3","[2016-09-25 03:40:00,2016-09-25 04:00:00)","0","8"
"1","[2016-09-25 04:00:00,2016-09-25 04:20:00)","1","7"
"1","[2016-09-25 04:00:00,2016-09-25 04:20:00)","0","7"
"3","[2016-09-25 04:00:00,2016-09-25 04:20:00)","1","3"
"3","[2016-09-25 04:00:00,2016-09-25 04:20:00)","0","15"
"1","[2016-09-25 04:20:00,2016-09-25 04:40:00)","1","16"
"1","[2016-09-25 04:20:00,2016-09-25 04:40:00)","0","7"
"3","[2016-09-25 04:20:00,2016-09-25 04:40:00)","1","4"
"3","[2016-09-25 04:20:00,2016-09-25 04:40:00)","0","6"
"1","[2016-09-25 04:40:00,2016-09-25 05:00:00)","1","31"
"1","[2016-09-25 04:40:00,2016-09-25 05:00:00)","0","13"
"3","[2016-09-25 04:40:00,2016-09-25 05:00:00)","1","17"
"3","[2016-09-25 04:40:00,2016-09-25 05:00:00)","0","11"
"1","[2016-09-25 05:00:00,2016-09-25 05:20:00)","1","35"
"1","[2016-09-25 05:00:00,2016-09-25 05:20:00)","0","9"
"3","[2016-09-25 05:00:00,2016-09-25 05:20:00)","1","10"
